state,category,material,material_cost,labor_hours,state_labor_rate,labor_cost,complexity,quality,demand_level,demand_factor,total_cost,market_price,recommended_price
Gujarat,Textile Craft,Silk,650.76,11.3,56.87,642.63,5,3,Low,0.9,1293.39,1879.42,1760.03
Tamil Nadu,Textile Craft,Silk,616.22,6.0,73.61,441.66,1,1,Low,0.9,1057.88,1398.96,1238.49
Uttar Pradesh,Handmade Jewelry,Copper,556.08,8.0,66.16,529.28,3,2,High,1.1,1085.36,1675.13,1791.49
Rajasthan,Wooden Toy,Wood,91.06,4.7,64.94,305.22,2,1,High,1.1,396.28,588.69,557.19
Gujarat,Handmade Jewelry,Brass,483.55,5.4,84.01,453.65,1,1,Medium,1.0,937.2,1555.95,1408.86
Uttar Pradesh,Wooden Toy,Bamboo,174.86,4.3,69.27,297.86,1,2,Low,0.9,472.72,595.33,572.61
Odisha,Wood Craft,Wood,348.77,3.2,45.57,145.82,1,2,Very High,1.2,494.59,643.51,720.29
Andhra Pradesh,Textile Craft,Cotton,220.71,8.4,74.76,627.98,2,4,Low,0.9,848.69,1243.83,1135.75
Tamil Nadu,Home Decor,Wood,308.93,4.1,82.38,337.76,1,1,High,1.1,646.69,751.02,878.45
Telangana,Bamboo Toy,Bamboo,234.76,3.4,63.49,215.87,1,2,Very High,1.2,450.63,532.62,629.65
Uttar Pradesh,Home Decor,Cotton,144.82,6.5,71.96,467.74,3,2,High,1.1,612.56,862.91,864.75
Kerala,Metal Craft,Copper,372.96,7.7,66.39,511.2,1,1,Very High,1.2,884.16,1324.71,1325.83
Tamil Nadu,Bamboo Craft,Cane,97.05,7.4,55.19,408.41,1,1,Very High,1.2,505.46,682.79,715.29
Odisha,Textile Craft,Silk,310.7,8.8,63.29,556.95,3,5,Medium,1.0,867.65,1676.89,1476.82
Odisha,Pottery,Terracotta,194.4,3.0,64.89,194.67,4,3,Medium,1.0,389.07,679.67,613.62
Telangana,Home Decor,Bamboo,169.56,12.2,64.58,787.88,3,5,Low,0.9,957.44,1474.58,1377.46
Karnataka,Handmade Jewelry,Copper,327.42,7.0,78.03,546.21,1,1,Medium,1.0,873.63,1027.78,1085.22
Gujarat,Metal Craft,Iron,245.64,12.4,63.8,791.12,2,4,High,1.1,1036.76,1476.04,1519.56
Karnataka,Textile Craft,Silk,284.12,8.8,76.01,668.89,5,2,Low,0.9,953.01,1643.68,1388.5
Rajasthan,Clay/Terracotta Toy,Clay,113.7,4.9,55.28,270.87,5,5,Low,0.9,384.57,630.68,543.5
Kerala,Bamboo Craft,Cane,179.2,8.5,70.43,598.66,1,5,Low,0.9,777.86,1241.33,1045.07
Kerala,Wood Craft,Wood,265.75,13.1,69.94,916.21,2,2,Medium,1.0,1181.96,1769.21,1647.04
Kerala,Bamboo Toy,Bamboo,228.57,4.2,78.27,328.73,3,3,High,1.1,557.3,688.56,768.1
Andhra Pradesh,Bamboo Toy,Cane,149.01,6.5,66.21,430.36,3,5,Very High,1.2,579.38,837.73,897.53
Andhra Pradesh,Metal Craft,Iron,521.42,14.8,65.96,976.21,4,5,High,1.1,1497.63,2942.85,2758.61
Andhra Pradesh,Metal Craft,Iron,367.99,10.7,68.56,733.59,5,5,Very High,1.2,1101.58,1874.47,1952.78
Karnataka,Wooden Toy,Wood,346.13,2.2,62.01,136.42,4,4,Very High,1.2,482.55,814.09,826.55
Andhra Pradesh,Pottery,Terracotta,99.13,2.9,69.3,200.97,5,1,Very High,1.2,300.1,352.9,437.55
Tamil Nadu,Clay/Terracotta Toy,Clay,113.0,2.3,69.14,159.02,2,1,Low,0.9,272.02,420.83,354.31
Andhra Pradesh,Bamboo Toy,Bamboo,126.09,6.1,55.03,335.68,1,3,Medium,1.0,461.77,623.97,581.15
Rajasthan,Wood Craft,Wood,241.08,7.1,64.45,457.59,3,4,High,1.1,698.67,1061.67,1047.05
West Bengal,Bamboo Craft,Cane,215.89,7.8,77.45,604.11,5,5,Very High,1.2,820.0,1346.65,1394.65
Gujarat,Clay/Terracotta Toy,Clay,107.59,2.6,58.82,152.93,4,2,Low,0.9,260.52,353.26,335.49
Andhra Pradesh,Textile Craft,Silk,367.78,9.1,50.26,457.37,5,3,Very High,1.2,825.15,1398.58,1483.47
Rajasthan,Clay/Terracotta Toy,Clay,40.35,7.6,73.04,555.1,1,3,Very High,1.2,595.45,649.3,776.76
Odisha,Pottery,Terracotta,65.28,7.4,65.69,486.11,3,3,Very High,1.2,551.39,722.2,844.46
Andhra Pradesh,Bamboo Toy,Cane,209.29,2.4,78.56,188.54,3,2,Low,0.9,397.83,511.67,489.75
Andhra Pradesh,Textile Craft,Cotton,133.18,6.9,70.33,485.28,1,4,Low,0.9,618.46,835.15,762.46
Kerala,Metal Craft,Copper,815.44,4.4,66.92,294.45,1,1,Very High,1.2,1109.89,1828.05,1793.67
Kerala,Bamboo Toy,Cane,210.77,2.4,74.22,178.13,2,5,Very High,1.2,388.9,618.67,607.9
Andhra Pradesh,Clay/Terracotta Toy,Terracotta,114.52,6.5,74.25,482.62,2,5,Low,0.9,597.14,1011.11,868.19
Uttar Pradesh,Clay/Terracotta Toy,Terracotta,82.31,7.6,52.51,399.08,2,4,High,1.1,481.39,773.75,729.22
Uttar Pradesh,Textile Craft,Cotton,317.26,6.1,46.05,280.9,1,5,Very High,1.2,598.16,739.66,868.44
West Bengal,Wood Craft,Bamboo,161.96,14.0,56.41,789.74,2,4,High,1.1,951.7,1449.83,1412.7
Andhra Pradesh,Wood Craft,Wood,397.91,4.6,55.63,255.9,4,4,Low,0.9,653.81,879.74,868.23
Odisha,Bamboo Toy,Bamboo,191.23,7.9,70.91,560.19,3,5,Very High,1.2,751.42,1012.96,1138.61
Telangana,Bamboo Toy,Bamboo,124.91,2.5,56.53,141.32,2,3,Medium,1.0,266.24,403.12,372.44
Karnataka,Handmade Jewelry,Beads,134.63,2.9,77.14,223.71,3,3,Medium,1.0,358.34,637.38,575.15
Tamil Nadu,Bamboo Toy,Cane,143.34,7.8,60.45,471.51,2,2,Medium,1.0,614.85,754.78,777.78
West Bengal,Wooden Toy,Bamboo,123.04,4.0,79.75,319.0,5,3,Low,0.9,442.04,765.22,646.94
Telangana,Home Decor,Clay,31.08,10.8,67.65,730.62,1,2,Low,0.9,761.7,1287.97,1097.76
West Bengal,Wood Craft,Wood,349.79,5.0,57.06,285.3,2,1,Medium,1.0,635.09,805.16,824.92
West Bengal,Wooden Toy,Wood,360.53,2.9,77.43,224.55,1,3,Low,0.9,585.08,899.54,769.7
Rajasthan,Handmade Jewelry,Copper,817.14,2.0,57.69,115.38,3,1,High,1.1,932.52,1394.56,1453.19
Karnataka,Metal Craft,Iron,332.91,9.3,79.61,740.37,3,5,Low,0.9,1073.28,1757.74,1590.29
West Bengal,Pottery,Clay,59.3,5.3,75.96,402.59,5,4,Low,0.9,461.89,689.32,652.14
Odisha,Bamboo Toy,Cane,243.45,2.6,68.47,178.02,5,4,High,1.1,421.47,680.12,671.38
Tamil Nadu,Metal Craft,Copper,291.5,14.2,79.94,1135.15,4,4,Medium,1.0,1426.65,2064.42,2134.0
Telangana,Clay/Terracotta Toy,Terracotta,63.97,4.2,70.73,297.07,2,3,High,1.1,361.04,539.33,512.49
Uttar Pradesh,Bamboo Toy,Cane,82.62,5.6,72.44,405.66,3,5,Very High,1.2,488.28,657.3,762.73
West Bengal,Handmade Jewelry,Brass,506.31,10.1,62.77,633.98,1,4,Very High,1.2,1140.29,1664.77,1782.58
Odisha,Bamboo Toy,Bamboo,210.99,4.3,66.09,284.19,5,3,High,1.1,495.18,764.85,775.34
Rajasthan,Home Decor,Clay,130.97,11.1,66.03,732.93,1,2,Low,0.9,863.9,1446.29,1207.61
Gujarat,Home Decor,Cotton,306.71,11.4,70.7,805.98,1,4,High,1.1,1112.69,1725.53,1683.8
Kerala,Bamboo Craft,Cane,113.68,6.5,66.04,429.26,5,1,High,1.1,542.94,733.49,767.88
Uttar Pradesh,Wood Craft,Wood,342.35,3.9,62.7,244.53,5,3,High,1.1,586.88,951.7,942.79
Telangana,Metal Craft,Brass,786.56,5.5,56.52,310.86,4,3,Low,0.9,1097.42,1769.87,1565.79
Kerala,Handmade Jewelry,Brass,333.46,11.7,68.56,802.15,4,2,Low,0.9,1135.61,2249.21,1880.72
Odisha,Textile Craft,Cotton,284.82,7.2,66.26,477.07,2,4,High,1.1,761.89,1235.96,1175.76
Telangana,Textile Craft,Cotton,302.71,10.2,60.42,616.28,5,3,Low,0.9,918.99,1447.04,1347.07
Telangana,Metal Craft,Copper,694.6,9.3,63.21,587.85,5,4,Very High,1.2,1282.45,1905.07,2218.8
Odisha,Bamboo Craft,Bamboo,124.62,7.3,62.99,459.83,5,4,Very High,1.2,584.45,1127.43,1102.2
Gujarat,Wooden Toy,Bamboo,187.9,2.6,58.87,153.06,1,1,Medium,1.0,340.96,459.97,447.98
Andhra Pradesh,Handmade Jewelry,Copper,353.72,7.4,74.16,548.78,1,2,Medium,1.0,902.5,1177.7,1255.76
Rajasthan,Metal Craft,Brass,409.55,11.8,67.51,796.62,1,3,Very High,1.2,1206.17,1834.6,1923.28
Kerala,Textile Craft,Silk,304.62,8.7,69.09,601.08,2,1,Low,0.9,905.7,981.51,1041.56
Kerala,Clay/Terracotta Toy,Terracotta,55.6,5.8,62.68,363.54,2,1,Very High,1.2,419.14,652.97,655.08
Odisha,Clay/Terracotta Toy,Terracotta,62.05,4.7,52.25,245.58,2,1,Low,0.9,307.62,372.98,353.77
Rajasthan,Textile Craft,Silk,440.83,7.5,59.46,445.95,5,3,Medium,1.0,886.78,1292.79,1324.58
Karnataka,Textile Craft,Silk,240.36,5.0,72.56,362.8,4,3,Medium,1.0,603.16,1001.13,944.14
Rajasthan,Home Decor,Wood,199.93,10.2,45.78,466.96,2,5,Very High,1.2,666.89,1071.31,1120.54
Uttar Pradesh,Pottery,Clay,31.77,8.7,58.95,512.87,3,1,Medium,1.0,544.63,651.38,710.38
Uttar Pradesh,Wood Craft,Bamboo,55.73,5.5,68.64,377.52,1,1,Low,0.9,433.25,563.22,524.8
Telangana,Metal Craft,Iron,185.6,15.9,59.94,953.05,1,2,Low,0.9,1138.65,1586.34,1488.07
Telangana,Metal Craft,Brass,391.04,13.5,77.06,1040.31,1,4,Very High,1.2,1431.35,1678.11,2002.84
Rajasthan,Bamboo Craft,Bamboo,199.2,10.4,70.18,729.87,3,1,Medium,1.0,929.07,1112.33,1115.3
Odisha,Bamboo Craft,Cane,212.1,6.0,74.3,445.8,1,3,Medium,1.0,657.9,907.77,838.23
Andhra Pradesh,Metal Craft,Brass,667.11,11.2,69.88,782.66,1,1,High,1.1,1449.77,1593.66,1805.67
Telangana,Clay/Terracotta Toy,Terracotta,83.89,3.5,69.86,244.51,3,1,Low,0.9,328.4,408.92,378.55
Andhra Pradesh,Wood Craft,Bamboo,152.0,9.8,74.15,726.67,5,1,High,1.1,878.67,1209.58,1276.98
Tamil Nadu,Bamboo Craft,Bamboo,70.49,5.8,76.92,446.14,3,2,Very High,1.2,516.63,817.63,838.4
West Bengal,Home Decor,Wood,237.15,8.3,57.66,478.58,5,2,Very High,1.2,715.73,1135.43,1227.71
Uttar Pradesh,Bamboo Toy,Cane,240.24,6.2,55.32,342.98,3,4,Low,0.9,583.22,863.62,781.75
Gujarat,Home Decor,Bamboo,154.34,10.1,76.78,775.48,3,4,High,1.1,929.82,1206.14,1322.98
Rajasthan,Bamboo Craft,Cane,161.06,4.9,73.52,360.25,2,3,Very High,1.2,521.31,771.82,837.35
Andhra Pradesh,Wood Craft,Wood,276.7,4.8,70.58,338.78,1,4,Very High,1.2,615.48,932.29,956.72
West Bengal,Wood Craft,Bamboo,197.58,8.4,79.1,664.44,3,3,High,1.1,862.02,1357.56,1337.72
Odisha,Wooden Toy,Bamboo,182.47,4.3,74.45,320.13,3,2,Very High,1.2,502.61,560.99,675.61
Rajasthan,Home Decor,Clay,96.0,8.1,73.05,591.7,4,5,Low,0.9,687.7,1003.46,978.02
Andhra Pradesh,Handmade Jewelry,Silver,773.42,11.6,57.71,669.44,2,3,High,1.1,1442.86,2700.13,2523.65
Kerala,Clay/Terracotta Toy,Clay,107.01,5.4,74.97,404.84,2,1,Medium,1.0,511.85,595.63,641.97
Telangana,Bamboo Toy,Bamboo,51.85,5.1,55.32,282.13,2,4,Low,0.9,333.98,488.52,420.7
Andhra Pradesh,Bamboo Toy,Bamboo,182.13,6.4,56.66,362.62,4,3,Medium,1.0,544.75,778.37,773.29
Karnataka,Home Decor,Wood,297.07,13.5,63.45,856.58,4,3,Very High,1.2,1153.64,1764.08,1885.8
Tamil Nadu,Clay/Terracotta Toy,Clay,156.19,3.2,64.17,205.34,1,1,Very High,1.2,361.53,393.44,456.73
Odisha,Bamboo Craft,Bamboo,132.15,8.6,49.97,429.74,1,4,Very High,1.2,561.89,889.13,873.34
Tamil Nadu,Metal Craft,Brass,556.57,7.9,72.68,574.17,4,5,Low,0.9,1130.74,1561.8,1603.06
Telangana,Clay/Terracotta Toy,Clay,162.92,6.7,79.7,533.99,4,1,Low,0.9,696.91,1115.72,953.55
Kerala,Home Decor,Wood,86.67,8.8,73.05,642.84,2,4,Very High,1.2,729.51,823.35,1023.25
West Bengal,Handmade Jewelry,Copper,295.07,6.2,75.55,468.41,3,2,High,1.1,763.48,1059.89,1185.13
Tamil Nadu,Bamboo Craft,Bamboo,237.76,4.4,72.57,319.31,2,4,High,1.1,557.07,663.18,739.46
Rajasthan,Textile Craft,Wool,374.31,9.5,61.53,584.53,4,2,High,1.1,958.85,1376.38,1481.02
Andhra Pradesh,Textile Craft,Wool,249.5,9.7,64.34,624.1,4,2,Low,0.9,873.6,1181.81,1154.09
Telangana,Textile Craft,Silk,479.91,6.9,63.92,441.05,1,2,Medium,1.0,920.96,987.61,1082.75
Telangana,Textile Craft,Cotton,111.32,8.5,77.74,660.79,1,3,Medium,1.0,772.11,1088.31,1011.58
West Bengal,Bamboo Toy,Cane,271.69,5.1,73.68,375.77,2,2,Low,0.9,647.46,746.32,759.63
Odisha,Wooden Toy,Wood,169.42,5.9,65.38,385.74,1,3,Low,0.9,555.16,799.22,721.33
Karnataka,Handmade Jewelry,Beads,206.73,10.7,60.8,650.56,1,3,Low,0.9,857.29,1068.13,1052.98
Uttar Pradesh,Metal Craft,Brass,293.95,11.3,60.98,689.07,3,5,Very High,1.2,983.02,1432.94,1582.6
West Bengal,Metal Craft,Copper,714.75,12.7,62.55,794.38,5,5,Low,0.9,1509.13,2007.05,2064.8
Gujarat,Bamboo Toy,Bamboo,196.23,4.9,77.31,378.82,5,2,Medium,1.0,575.05,808.92,777.18
Karnataka,Wood Craft,Bamboo,128.89,8.8,78.12,687.46,2,4,Medium,1.0,816.35,1353.64,1227.68
Odisha,Metal Craft,Brass,334.1,11.5,66.69,766.93,3,2,Low,0.9,1101.03,1869.99,1604.76
Rajasthan,Wooden Toy,Wood,183.3,9.2,68.06,626.15,1,4,Low,0.9,809.45,920.76,930.87
Rajasthan,Clay/Terracotta Toy,Terracotta,120.13,3.8,50.45,191.71,3,2,High,1.1,311.84,444.24,458.79
Telangana,Pottery,Terracotta,128.52,2.7,70.51,190.38,2,1,Very High,1.2,318.9,385.51,448.97
Karnataka,Handmade Jewelry,Copper,593.3,4.2,74.07,311.09,4,5,Very High,1.2,904.39,1701.29,1773.45
Karnataka,Pottery,Clay,119.96,3.5,59.84,209.44,2,4,Very High,1.2,329.4,420.79,467.26
Rajasthan,Handmade Jewelry,Copper,335.67,8.1,73.58,596.0,4,1,Medium,1.0,931.67,1457.31,1335.79
Odisha,Textile Craft,Cotton,340.8,5.4,48.79,263.47,3,1,Medium,1.0,604.27,746.95,812.14
Rajasthan,Clay/Terracotta Toy,Clay,42.35,2.2,74.89,164.76,1,2,Medium,1.0,207.11,322.36,292.9
Karnataka,Handmade Jewelry,Silver,541.5,11.3,67.98,768.17,5,3,Very High,1.2,1309.67,2346.53,2425.98
Gujarat,Wooden Toy,Wood,305.4,4.5,67.49,303.7,4,4,High,1.1,609.11,1029.3,969.82
Gujarat,Handmade Jewelry,Silver,1491.43,5.0,71.07,355.35,1,1,Low,0.9,1846.78,2367.75,2286.13
Uttar Pradesh,Bamboo Craft,Cane,181.37,7.3,54.72,399.46,3,3,High,1.1,580.83,855.44,885.07
Andhra Pradesh,Clay/Terracotta Toy,Clay,123.64,5.4,54.19,292.63,3,2,Medium,1.0,416.27,613.76,591.3
Uttar Pradesh,Home Decor,Clay,154.97,9.5,68.46,650.37,1,3,Low,0.9,805.34,1074.65,963.22
Odisha,Home Decor,Wood,252.82,13.5,68.38,923.13,3,3,Medium,1.0,1175.95,1602.84,1674.47
Uttar Pradesh,Bamboo Craft,Bamboo,90.67,10.6,64.71,685.93,5,3,Very High,1.2,776.6,996.68,1216.63
West Bengal,Metal Craft,Iron,304.63,14.3,57.85,827.26,5,1,Low,0.9,1131.89,2132.96,1811.38
Odisha,Metal Craft,Iron,542.93,6.1,69.97,426.82,1,3,Very High,1.2,969.75,1421.6,1478.28
Kerala,Handmade Jewelry,Copper,566.94,4.8,81.72,392.26,4,5,Low,0.9,959.2,1648.62,1539.09
Karnataka,Bamboo Craft,Cane,135.77,8.8,56.41,496.41,4,5,High,1.1,632.18,954.0,1002.98
Andhra Pradesh,Wood Craft,Bamboo,97.03,8.0,50.97,407.76,1,5,Low,0.9,504.79,798.82,679.86
Rajasthan,Home Decor,Cotton,328.0,5.2,70.91,368.73,3,3,Medium,1.0,696.73,1169.29,1048.6
Andhra Pradesh,Pottery,Clay,142.52,2.3,54.73,125.88,4,3,Medium,1.0,268.4,401.99,398.54
Andhra Pradesh,Textile Craft,Silk,499.43,11.8,59.05,696.79,1,5,Medium,1.0,1196.22,1413.03,1520.07
Telangana,Textile Craft,Silk,430.94,6.4,57.54,368.26,2,1,Very High,1.2,799.2,1208.44,1264.72
Rajasthan,Handmade Jewelry,Brass,372.88,9.9,61.19,605.78,4,3,Medium,1.0,978.66,1864.02,1668.33
Andhra Pradesh,Handmade Jewelry,Copper,573.53,7.0,58.71,410.97,1,3,Medium,1.0,984.5,1363.3,1367.73
Rajasthan,Pottery,Terracotta,156.77,4.2,58.99,247.76,3,5,Very High,1.2,404.53,664.77,674.6
Karnataka,Handmade Jewelry,Beads,149.1,4.5,55.14,248.13,3,1,Very High,1.2,397.23,518.54,577.67
Uttar Pradesh,Wood Craft,Wood,95.78,7.3,56.15,409.89,4,2,Low,0.9,505.67,670.95,672.79
Andhra Pradesh,Bamboo Toy,Cane,210.64,3.4,54.01,183.63,3,3,Low,0.9,394.27,632.86,546.06
Tamil Nadu,Textile Craft,Cotton,134.62,10.3,62.82,647.05,2,1,Low,0.9,781.67,1044.59,983.99
Kerala,Metal Craft,Copper,357.92,14.7,81.7,1200.99,2,4,Low,0.9,1558.91,2244.42,2027.71
Tamil Nadu,Textile Craft,Wool,334.05,8.7,58.49,508.86,3,3,Low,0.9,842.91,1510.92,1282.25
Uttar Pradesh,Home Decor,Clay,84.23,10.6,51.52,546.11,3,1,Very High,1.2,630.34,768.2,887.96
Rajasthan,Clay/Terracotta Toy,Clay,169.74,4.3,63.33,272.32,1,2,Very High,1.2,442.06,686.22,672.1
Kerala,Handmade Jewelry,Silver,1025.12,10.6,72.33,766.7,1,4,Very High,1.2,1791.82,2235.09,2596.75
Telangana,Handmade Jewelry,Beads,109.13,11.8,61.46,725.23,5,2,High,1.1,834.36,1140.9,1247.14
Kerala,Home Decor,Clay,106.94,3.1,70.75,219.33,3,4,Very High,1.2,326.26,487.3,519.47
Gujarat,Clay/Terracotta Toy,Terracotta,45.97,2.4,80.98,194.35,2,5,Low,0.9,240.32,340.64,309.75
West Bengal,Textile Craft,Cotton,342.89,3.7,65.76,243.31,3,2,Low,0.9,586.2,655.31,676.49
Tamil Nadu,Pottery,Clay,111.25,2.7,79.23,213.92,5,5,High,1.1,325.17,521.19,539.94
Gujarat,Bamboo Toy,Cane,244.26,7.4,81.89,605.99,3,1,Medium,1.0,850.25,1275.83,1160.58
Kerala,Handmade Jewelry,Beads,91.15,9.1,72.96,663.94,2,5,Medium,1.0,755.09,1154.14,1148.31
Kerala,Metal Craft,Brass,265.87,7.3,84.06,613.64,2,2,Very High,1.2,879.51,1572.87,1536.33
Tamil Nadu,Wood Craft,Wood,365.32,12.2,67.34,821.55,2,1,High,1.1,1186.87,1475.84,1543.89
Karnataka,Handmade Jewelry,Silver,604.81,3.8,84.46,320.95,2,1,Medium,1.0,925.76,1262.4,1272.62
Andhra Pradesh,Textile Craft,Silk,315.18,7.4,70.56,522.14,1,4,Low,0.9,837.32,1100.94,1075.56
Telangana,Pottery,Clay,170.36,4.1,58.54,240.01,1,2,Very High,1.2,410.37,415.77,506.1
Odisha,Home Decor,Cotton,226.93,4.0,72.75,291.0,3,1,Medium,1.0,517.93,799.23,725.06
Tamil Nadu,Metal Craft,Copper,720.62,12.1,60.4,730.84,3,2,Low,0.9,1451.46,1907.63,1877.83
Rajasthan,Bamboo Craft,Cane,123.14,10.8,59.71,644.87,2,5,Very High,1.2,768.01,907.2,1119.24
Uttar Pradesh,Wooden Toy,Wood,309.25,7.3,55.21,403.03,4,3,Low,0.9,712.28,1027.37,975.08
Tamil Nadu,Bamboo Craft,Bamboo,203.94,4.3,57.58,247.59,4,1,Low,0.9,451.53,519.61,519.26
Odisha,Handmade Jewelry,Copper,677.4,7.4,57.12,422.69,1,3,Medium,1.0,1100.09,1616.88,1518.15
Andhra Pradesh,Bamboo Toy,Bamboo,114.12,2.6,52.55,136.63,1,2,Medium,1.0,250.75,248.5,288.36
Karnataka,Pottery,Terracotta,136.79,8.9,78.91,702.3,4,5,Medium,1.0,839.09,1418.92,1292.14
Kerala,Wood Craft,Wood,349.08,9.8,89.74,879.45,4,1,Low,0.9,1228.53,1926.87,1684.57
Andhra Pradesh,Handmade Jewelry,Brass,780.44,6.5,76.78,499.07,1,3,Very High,1.2,1279.51,1876.79,2111.28
Odisha,Bamboo Craft,Bamboo,58.33,10.2,50.54,515.51,2,2,High,1.1,573.84,865.2,856.08
Odisha,Wooden Toy,Bamboo,239.59,3.9,59.67,232.71,1,1,Low,0.9,472.3,674.67,603.79
Uttar Pradesh,Home Decor,Clay,47.97,4.6,60.44,278.02,3,3,Low,0.9,325.99,471.55,428.51
West Bengal,Textile Craft,Wool,123.4,4.2,62.32,261.74,1,5,Very High,1.2,385.14,459.68,542.65
Kerala,Wooden Toy,Wood,106.37,4.7,81.3,382.11,3,1,Very High,1.2,488.48,654.52,722.32
Uttar Pradesh,Bamboo Craft,Cane,200.23,3.8,60.48,229.82,5,2,Medium,1.0,430.05,579.05,617.16
Uttar Pradesh,Handmade Jewelry,Copper,412.93,7.6,73.76,560.58,5,3,Medium,1.0,973.51,1794.66,1671.66
Tamil Nadu,Handmade Jewelry,Silver,1032.51,9.7,65.35,633.89,4,5,Low,0.9,1666.4,2480.01,2446.44
Gujarat,Bamboo Toy,Bamboo,195.84,2.1,71.94,151.07,1,5,High,1.1,346.91,464.1,498.25
Kerala,Pottery,Terracotta,119.44,5.1,79.95,407.75,4,2,Very High,1.2,527.18,646.37,786.83
Andhra Pradesh,Bamboo Toy,Bamboo,241.51,2.4,51.14,122.74,1,2,High,1.1,364.25,420.91,445.24
Andhra Pradesh,Metal Craft,Copper,682.42,8.7,64.54,561.5,3,2,Very High,1.2,1243.92,1888.89,2037.54
Telangana,Clay/Terracotta Toy,Clay,142.48,2.5,70.02,175.05,3,4,Low,0.9,317.53,514.37,439.47
Odisha,Bamboo Craft,Bamboo,173.21,11.7,68.35,799.69,1,4,Low,0.9,972.9,1564.18,1311.12
Tamil Nadu,Home Decor,Cotton,228.38,6.4,75.89,485.7,5,4,High,1.1,714.08,1352.01,1286.47
Kerala,Metal Craft,Copper,453.92,14.4,65.23,939.31,2,5,High,1.1,1393.23,1656.08,1886.96
Karnataka,Wooden Toy,Bamboo,122.74,8.9,68.29,607.78,5,2,Medium,1.0,730.52,937.16,971.48
Andhra Pradesh,Handmade Jewelry,Copper,556.77,3.9,73.85,288.01,4,2,Medium,1.0,844.78,1357.36,1330.76
Gujarat,Handmade Jewelry,Silver,1313.76,5.9,60.06,354.35,5,5,Very High,1.2,1668.11,3109.25,3285.47
Karnataka,Bamboo Toy,Bamboo,113.96,6.0,64.28,385.68,2,1,Very High,1.2,499.64,559.53,638.94
Karnataka,Bamboo Craft,Cane,233.57,9.2,69.7,641.24,5,4,High,1.1,874.81,1460.74,1390.08
Karnataka,Metal Craft,Copper,442.25,13.1,67.79,888.05,5,3,Medium,1.0,1330.3,1946.01,1979.59
West Bengal,Home Decor,Clay,97.5,9.7,69.59,675.02,3,2,Very High,1.2,772.52,942.63,1149.18
Rajasthan,Wooden Toy,Wood,395.32,4.5,59.8,269.1,2,4,Medium,1.0,664.42,890.96,873.5
Telangana,Home Decor,Cotton,266.64,4.3,53.87,231.64,4,1,Very High,1.2,498.28,820.79,816.84
Tamil Nadu,Textile Craft,Silk,462.24,6.1,65.9,401.99,2,5,Medium,1.0,864.23,1318.92,1239.27
Telangana,Bamboo Craft,Bamboo,109.16,8.8,53.98,475.02,1,1,Very High,1.2,584.18,664.65,789.02
Telangana,Handmade Jewelry,Brass,782.67,5.4,56.34,304.24,4,2,High,1.1,1086.91,1878.32,1858.65
Odisha,Pottery,Clay,36.68,5.8,45.64,264.71,1,5,Very High,1.2,301.39,460.75,457.37
Andhra Pradesh,Metal Craft,Iron,363.36,8.6,68.76,591.34,1,2,Low,0.9,954.7,1260.82,1216.94
Telangana,Handmade Jewelry,Brass,298.31,10.2,75.17,766.73,1,1,Very High,1.2,1065.04,1460.87,1538.57
Rajasthan,Home Decor,Wood,228.24,11.5,71.14,818.11,4,2,High,1.1,1046.35,1514.72,1598.93
Odisha,Handmade Jewelry,Silver,1321.4,5.8,60.97,353.63,5,4,Medium,1.0,1675.03,2586.74,2678.67
Andhra Pradesh,Metal Craft,Iron,524.75,11.4,56.13,639.88,2,1,High,1.1,1164.63,1877.59,1845.81
Tamil Nadu,Textile Craft,Silk,359.57,7.0,63.3,443.1,1,3,Medium,1.0,802.67,899.85,962.66
West Bengal,Pottery,Clay,161.38,8.7,55.96,486.85,2,1,Very High,1.2,648.23,809.31,866.74
West Bengal,Wood Craft,Wood,251.8,3.1,71.31,221.06,4,4,High,1.1,472.86,640.54,694.95
Uttar Pradesh,Handmade Jewelry,Silver,1438.67,8.6,45.47,391.04,3,3,Very High,1.2,1829.71,2965.77,2966.4
Tamil Nadu,Handmade Jewelry,Brass,615.9,9.0,79.62,716.58,3,5,Low,0.9,1332.48,2216.01,1957.63
Gujarat,Clay/Terracotta Toy,Clay,107.09,5.6,82.15,460.04,2,5,High,1.1,567.13,781.36,799.52
Karnataka,Bamboo Craft,Bamboo,246.63,5.5,61.63,338.97,5,1,Medium,1.0,585.6,905.23,809.71
Kerala,Bamboo Toy,Bamboo,117.48,6.1,76.44,466.28,3,4,Very High,1.2,583.76,859.53,886.34
Tamil Nadu,Handmade Jewelry,Brass,732.08,5.4,65.94,356.08,4,2,Very High,1.2,1088.16,1943.17,1944.95
Gujarat,Textile Craft,Wool,309.08,9.8,74.4,729.12,4,5,Low,0.9,1038.2,1478.71,1451.62
Gujarat,Metal Craft,Copper,432.48,9.3,57.22,532.15,1,3,High,1.1,964.63,1394.32,1492.82
West Bengal,Home Decor,Clay,86.37,10.1,79.85,806.48,1,5,High,1.1,892.85,1131.06,1313.17
Kerala,Clay/Terracotta Toy,Terracotta,108.0,3.3,62.59,206.55,4,2,High,1.1,314.55,474.55,485.9
Tamil Nadu,Wooden Toy,Bamboo,170.99,2.3,66.32,152.54,1,2,Medium,1.0,323.53,478.92,431.47
