state,region,craft_category,material,material_cost,labour_cost,labour_hours,product_size,complexity,current_market_price,demand_score,season_score,recommended_price
Maharashtra,West,Metal Craft,Brass,152.57,272.65,5.0,Medium,4,676.25,0.76,0.74,725.85
Punjab,North,Handloom Textile,Silk,699.82,992.21,21.9,Large,2,2252.79,0.98,0.97,2656.81
Rajasthan,West,Wooden Toy,Bamboo,240.14,208.88,6.6,Small,2,654.89,0.7,0.93,737.16
Uttar Pradesh,North,Wooden Toy,Bamboo,169.56,292.27,7.9,Medium,5,658.53,0.52,0.71,692.88
Maharashtra,West,Bamboo Craft,Cane,325.56,216.89,6.6,Medium,4,826.91,0.92,0.31,918.4
Rajasthan,West,Handloom Textile,Wool,398.88,274.12,9.0,Small,5,1127.65,0.46,0.98,1201.58
Odisha,East,Pottery,Terracotta,318.96,85.75,2.8,Large,1,494.21,0.73,0.32,498.95
Madhya Pradesh,Central,Handloom Textile,Wool,716.99,300.32,6.5,Large,3,1142.28,0.36,0.84,1125.14
Andhra Pradesh,South,Jewelry,Beads,832.81,968.48,16.8,Large,1,2158.58,0.94,0.94,2342.28
Telangana,South,Metal Craft,Brass,395.7,237.74,6.4,Small,3,973.63,0.84,0.48,1085.09
Karnataka,South,Wooden Toy,Bamboo,324.49,168.19,4.0,Small,3,635.61,0.59,0.64,664.29
Maharashtra,West,Bamboo Craft,Cane,549.06,895.39,16.4,Large,4,2342.06,0.66,0.46,2528.54
West Bengal,East,Bamboo Craft,Cane,258.85,447.31,13.0,Medium,1,806.67,0.54,0.94,868.04
Telangana,South,Painting,Cloth,295.82,611.07,10.4,Small,5,1418.06,0.64,0.69,1437.39
Maharashtra,West,Metal Craft,Brass,475.15,1261.61,23.3,Large,2,2560.9,0.92,0.34,2638.53
Rajasthan,West,Wooden Toy,Wood,120.26,489.45,10.9,Small,3,923.74,0.83,0.35,1000.14
West Bengal,East,Painting,Cloth,96.69,146.91,4.6,Small,3,337.76,0.76,0.98,392.54
Assam,Northeast,Jewelry,Terracotta,345.96,492.08,10.4,Small,4,1143.58,0.66,0.58,1166.77
Uttar Pradesh,North,Stone Carving,Soapstone,69.68,343.29,11.4,Small,3,580.96,0.98,0.81,668.08
Odisha,East,Wooden Toy,Bamboo,538.01,313.45,5.9,Medium,5,1184.98,0.86,0.47,1236.57
Punjab,North,Wooden Toy,Wood,288.54,212.3,4.1,Large,2,579.56,0.57,0.92,617.34
Maharashtra,West,Pottery,Clay,273.66,489.4,10.7,Small,2,979.82,0.56,0.91,999.35
Tamil Nadu,South,Bamboo Craft,Bamboo,205.76,296.86,9.6,Small,3,773.84,0.71,0.72,813.49
Rajasthan,West,Stone Carving,Marble,236.15,382.65,9.4,Medium,3,996.97,0.82,0.75,1129.88
Punjab,North,Pottery,Terracotta,596.87,547.78,9.2,Medium,5,1652.65,0.45,0.8,1780.16
Karnataka,South,Jewelry,Terracotta,346.99,891.74,15.4,Medium,2,1546.89,0.81,0.84,1650.46
West Bengal,East,Pottery,Clay,625.61,646.44,13.8,Medium,2,1427.08,0.56,0.33,1455.68
Tamil Nadu,South,Metal Craft,Brass,124.01,131.23,2.9,Small,1,318.41,0.71,0.47,350.27
Uttar Pradesh,North,Wooden Toy,Wood,517.47,1445.45,25.0,Large,2,2233.52,0.36,0.37,2238.94
Maharashtra,West,Wooden Toy,Wood,199.06,226.46,4.6,Small,2,498.67,0.3,0.98,537.89
Kerala,South,Bamboo Craft,Cane,141.05,214.87,5.8,Medium,4,599.42,1.0,0.3,675.7
Punjab,North,Jewelry,Silver,684.71,704.99,12.0,Large,3,2023.51,0.93,0.6,2337.2
Maharashtra,West,Wooden Toy,Bamboo,945.35,792.51,14.3,Large,1,1978.67,0.51,0.56,1977.23
Karnataka,South,Handloom Textile,Wool,279.91,243.76,6.6,Small,2,731.84,0.58,0.56,791.72
Andhra Pradesh,South,Painting,Canvas,297.26,712.94,17.7,Medium,1,1233.32,0.77,0.98,1392.23
Odisha,East,Stone Carving,Marble,245.72,297.52,6.3,Medium,2,758.92,0.99,0.62,880.58
Kerala,South,Wooden Toy,Bamboo,222.11,428.9,8.7,Medium,5,1138.09,0.66,0.37,1214.17
Rajasthan,West,Jewelry,Silver,203.19,254.49,7.8,Small,5,821.79,0.65,0.95,876.72
Telangana,South,Stone Carving,Marble,377.57,558.78,13.9,Medium,3,1226.78,0.35,0.65,1177.94
Gujarat,West,Pottery,Terracotta,133.52,210.3,5.2,Medium,1,419.72,0.68,0.51,459.71
Maharashtra,West,Jewelry,Silver,100.77,380.8,6.5,Small,1,615.9,0.74,0.8,635.22
Karnataka,South,Jewelry,Silver,662.75,636.28,19.1,Large,2,1585.42,0.62,0.94,1705.39
Andhra Pradesh,South,Metal Craft,Bronze,507.33,1302.75,23.8,Large,2,2274.53,0.83,0.56,2418.83
Odisha,East,Metal Craft,Copper,460.68,825.3,14.0,Medium,1,1403.48,0.62,0.74,1436.62
Uttar Pradesh,North,Handloom Textile,Wool,338.27,655.45,11.2,Medium,2,1213.2,0.56,0.99,1267.87
West Bengal,East,Wooden Toy,Bamboo,117.08,113.33,2.6,Small,2,270.23,0.32,0.61,276.84
Assam,Northeast,Bamboo Craft,Cane,315.93,101.64,2.3,Small,4,482.58,0.5,0.93,509.39
Madhya Pradesh,Central,Jewelry,Terracotta,409.31,582.02,10.6,Medium,4,1272.87,0.46,0.56,1307.01
Gujarat,West,Bamboo Craft,Cane,305.19,110.46,2.1,Medium,5,808.02,0.98,0.73,905.83
Odisha,East,Metal Craft,Bronze,131.09,59.52,1.2,Small,1,215.92,0.65,0.85,244.82
Odisha,East,Pottery,Clay,228.61,220.03,5.7,Small,5,587.23,0.63,0.91,666.28
Karnataka,South,Wooden Toy,Bamboo,397.66,303.59,7.6,Small,3,851.13,0.46,0.49,864.17
Maharashtra,West,Jewelry,Terracotta,168.15,880.78,21.4,Large,2,1472.16,0.44,0.68,1548.68
Tamil Nadu,South,Wooden Toy,Bamboo,222.11,495.18,9.5,Small,2,1073.05,0.92,0.44,1138.71
Gujarat,West,Stone Carving,Marble,606.96,375.74,6.5,Medium,4,1827.74,0.97,0.4,1901.02
Uttar Pradesh,North,Wooden Toy,Bamboo,126.5,352.87,5.9,Small,1,570.0,0.64,0.69,636.02
Telangana,South,Bamboo Craft,Cane,518.68,214.99,5.5,Medium,2,829.48,0.37,0.75,828.17
Tamil Nadu,South,Wooden Toy,Bamboo,360.84,216.2,4.6,Small,1,665.42,0.58,0.35,675.23
Tamil Nadu,South,Pottery,Clay,581.59,302.05,7.3,Medium,5,1569.67,0.85,0.83,1822.72
Madhya Pradesh,Central,Metal Craft,Copper,328.45,300.55,5.5,Small,5,829.17,0.66,0.49,843.83
Maharashtra,West,Pottery,Clay,100.75,95.69,3.0,Small,1,271.23,0.92,0.95,317.35
Gujarat,West,Jewelry,Silver,114.25,492.58,10.9,Small,4,841.67,0.35,0.4,795.58
Gujarat,West,Painting,Cloth,158.25,63.04,1.7,Small,1,254.12,0.49,1.0,262.91
Odisha,East,Wooden Toy,Wood,464.6,694.91,16.7,Medium,3,1482.95,0.91,0.54,1589.07
Madhya Pradesh,Central,Painting,Canvas,421.24,406.51,8.1,Medium,1,790.63,0.47,0.79,821.56
Uttar Pradesh,North,Metal Craft,Brass,245.21,315.87,8.5,Small,4,809.35,0.89,0.81,945.76
Punjab,North,Wooden Toy,Wood,678.43,496.58,14.3,Large,4,1661.76,0.67,0.42,1718.56
West Bengal,East,Painting,Canvas,724.75,409.92,7.5,Large,1,1260.79,0.53,0.61,1327.17
Telangana,South,Stone Carving,Marble,378.74,493.59,12.6,Large,3,1298.56,0.72,0.53,1390.05
Maharashtra,West,Painting,Paper,101.0,161.23,4.4,Small,3,376.77,0.57,0.66,406.04
Uttar Pradesh,North,Stone Carving,Marble,185.94,737.22,18.3,Medium,3,1252.9,0.51,0.78,1297.81
Gujarat,West,Bamboo Craft,Cane,498.23,911.67,17.2,Medium,4,2116.33,0.32,0.88,2214.34
Rajasthan,West,Metal Craft,Brass,758.42,1215.01,28.3,Large,4,2595.08,0.35,0.62,2567.11
Uttar Pradesh,North,Jewelry,Beads,408.65,353.93,7.0,Medium,1,1003.06,0.88,0.59,1045.21
Odisha,East,Metal Craft,Brass,550.46,642.49,16.2,Medium,3,1539.73,0.51,0.51,1638.16
Uttar Pradesh,North,Painting,Cloth,396.97,615.02,18.0,Large,2,1168.52,0.63,1.0,1330.93
Karnataka,South,Stone Carving,Marble,812.37,994.38,28.1,Large,3,2493.88,0.45,0.31,2537.13
West Bengal,East,Bamboo Craft,Bamboo,112.32,378.07,9.7,Small,4,568.81,0.39,0.6,563.31
Tamil Nadu,South,Jewelry,Silver,431.92,1339.03,24.9,Large,5,2827.67,0.61,0.81,2967.68
Karnataka,South,Pottery,Clay,486.49,660.59,13.6,Medium,5,1826.92,0.73,0.78,2059.04
Uttar Pradesh,North,Bamboo Craft,Bamboo,256.34,1034.9,25.7,Large,3,1561.68,0.39,0.72,1656.26
Maharashtra,West,Pottery,Terracotta,481.86,788.88,20.1,Large,3,1797.98,0.45,0.57,1870.33
West Bengal,East,Jewelry,Terracotta,605.69,1445.88,28.5,Large,4,2755.81,0.95,0.38,2925.85
Andhra Pradesh,South,Stone Carving,Soapstone,234.73,742.78,16.3,Large,1,1303.65,0.7,0.82,1468.86
Andhra Pradesh,South,Painting,Canvas,219.43,425.72,11.3,Large,2,796.15,0.42,0.68,793.93
Madhya Pradesh,Central,Wooden Toy,Wood,478.66,444.13,14.5,Medium,2,1015.41,0.58,0.92,1070.87
Tamil Nadu,South,Metal Craft,Brass,222.06,194.66,5.9,Medium,3,594.27,0.87,0.36,604.74
Assam,Northeast,Handloom Textile,Wool,776.36,133.45,3.4,Large,1,914.77,0.7,0.59,949.25
Assam,Northeast,Handloom Textile,Cotton,329.23,473.16,11.7,Small,1,794.9,0.33,0.33,787.6
Telangana,South,Pottery,Clay,324.26,497.86,8.7,Small,1,1060.87,0.92,0.85,1163.79
Tamil Nadu,South,Metal Craft,Copper,227.46,314.0,6.5,Small,4,755.4,0.43,0.76,792.18
Rajasthan,West,Jewelry,Silver,321.27,504.65,13.9,Large,5,1399.66,0.91,0.64,1464.12
Telangana,South,Stone Carving,Soapstone,458.41,322.31,5.4,Medium,2,1054.23,0.67,0.5,1081.41
Telangana,South,Jewelry,Terracotta,809.03,626.3,10.5,Large,4,2011.67,0.72,0.89,2160.7
Uttar Pradesh,North,Wooden Toy,Bamboo,308.12,293.78,8.2,Small,4,852.64,0.55,0.48,864.44
Rajasthan,West,Stone Carving,Marble,253.07,219.81,5.2,Medium,4,652.93,0.44,0.97,718.69
Assam,Northeast,Jewelry,Terracotta,199.97,192.09,5.2,Small,4,513.65,0.75,0.78,531.84
Madhya Pradesh,Central,Stone Carving,Soapstone,371.48,506.59,11.8,Small,4,1112.3,0.73,0.62,1136.75
Karnataka,South,Painting,Canvas,335.4,488.18,16.0,Medium,3,1109.23,0.71,0.92,1170.98
West Bengal,East,Pottery,Clay,320.3,135.89,3.8,Small,1,520.62,0.56,0.57,548.34
Maharashtra,West,Jewelry,Terracotta,307.34,644.81,11.0,Medium,2,1310.44,0.38,0.45,1378.22
Odisha,East,Painting,Canvas,179.21,179.06,4.2,Medium,3,380.81,0.33,0.76,369.87
West Bengal,East,Painting,Canvas,527.56,1185.67,27.7,Large,4,2270.58,0.55,1.0,2405.94
Tamil Nadu,South,Wooden Toy,Wood,444.12,340.25,7.5,Large,1,875.99,0.61,0.49,893.5
West Bengal,East,Painting,Canvas,547.29,134.99,3.9,Large,2,800.59,0.96,0.68,908.3
Maharashtra,West,Metal Craft,Bronze,171.91,1149.73,21.9,Large,4,1967.57,0.76,0.81,2199.64
Punjab,North,Wooden Toy,Bamboo,234.82,664.42,11.4,Large,1,952.95,0.65,0.98,1034.61
Madhya Pradesh,Central,Painting,Canvas,114.95,410.99,12.7,Medium,3,619.55,0.42,0.48,603.82
Assam,Northeast,Bamboo Craft,Bamboo,554.11,121.12,3.9,Medium,5,837.47,0.58,0.99,864.17
Rajasthan,West,Jewelry,Silver,750.98,546.1,10.6,Large,2,1595.1,0.44,0.62,1627.31
Assam,Northeast,Pottery,Clay,510.69,682.1,15.0,Medium,4,1574.36,0.95,0.48,1740.89
Andhra Pradesh,South,Wooden Toy,Bamboo,641.89,173.64,3.6,Large,2,1097.95,0.56,0.82,1171.12
Punjab,North,Jewelry,Silver,80.95,671.57,12.8,Medium,2,967.15,0.47,0.63,975.53
Andhra Pradesh,South,Stone Carving,Soapstone,128.1,154.32,3.3,Small,4,441.5,0.96,0.73,499.99
Punjab,North,Pottery,Clay,268.69,264.35,7.6,Small,2,616.02,0.74,0.6,662.2
Kerala,South,Wooden Toy,Bamboo,633.99,459.94,7.8,Medium,3,1310.51,0.37,0.81,1316.94
Punjab,North,Jewelry,Silver,599.51,958.61,18.0,Large,5,2606.34,0.73,0.72,2797.87
Madhya Pradesh,Central,Stone Carving,Marble,206.15,184.8,4.4,Medium,4,485.35,0.8,0.33,491.12
Karnataka,South,Metal Craft,Copper,611.61,307.89,8.8,Large,4,1354.37,0.71,0.83,1482.1
Tamil Nadu,South,Pottery,Clay,134.95,725.93,18.1,Medium,3,1391.34,1.0,0.99,1511.12
Maharashtra,West,Jewelry,Terracotta,240.22,113.71,2.0,Small,2,520.45,0.85,0.98,584.42
Tamil Nadu,South,Wooden Toy,Wood,231.64,233.52,5.3,Small,5,773.41,0.74,0.95,883.46
Kerala,South,Handloom Textile,Silk,844.74,650.83,16.1,Large,5,2253.35,0.75,0.61,2385.68
Rajasthan,West,Metal Craft,Copper,397.93,76.35,1.5,Small,2,699.59,0.89,0.75,791.45
Odisha,East,Jewelry,Silver,480.65,282.58,4.8,Large,1,827.13,0.6,0.77,837.1
Andhra Pradesh,South,Handloom Textile,Cotton,613.54,534.33,15.5,Medium,2,1627.4,0.99,0.82,1858.48
Madhya Pradesh,Central,Jewelry,Silver,139.77,370.41,11.5,Medium,1,570.22,0.68,0.69,624.1
West Bengal,East,Wooden Toy,Wood,329.62,1222.41,25.9,Large,3,2140.75,0.72,0.42,2356.34
Odisha,East,Wooden Toy,Bamboo,321.25,441.48,11.3,Small,3,966.49,0.9,0.64,1081.09
Andhra Pradesh,South,Painting,Canvas,289.44,129.46,4.2,Small,4,553.58,0.44,0.58,547.33
Maharashtra,West,Painting,Canvas,186.99,613.96,11.6,Small,2,1084.32,0.52,0.97,1151.15
Gujarat,West,Pottery,Clay,513.37,488.26,13.2,Large,2,1345.29,0.57,0.67,1452.02
Assam,Northeast,Bamboo Craft,Bamboo,280.93,672.27,14.2,Medium,5,1524.35,0.97,0.57,1739.86
Tamil Nadu,South,Bamboo Craft,Bamboo,655.64,641.03,19.7,Large,4,2136.69,0.97,0.37,2277.82
Assam,Northeast,Stone Carving,Marble,320.72,704.37,12.3,Medium,4,1327.57,0.62,0.99,1387.11
Karnataka,South,Jewelry,Silver,186.41,447.47,14.2,Medium,4,934.27,0.64,0.4,995.93
Karnataka,South,Handloom Textile,Wool,505.4,251.64,6.7,Large,3,1050.63,0.56,0.35,1085.94
Gujarat,West,Painting,Paper,71.75,229.07,5.4,Small,2,385.72,0.53,0.69,399.56
Maharashtra,West,Jewelry,Terracotta,789.92,325.44,6.7,Large,2,1589.5,0.65,0.51,1676.39
Andhra Pradesh,South,Metal Craft,Copper,217.08,448.77,8.3,Small,4,1164.4,0.98,0.74,1234.19
Odisha,East,Wooden Toy,Bamboo,235.58,111.61,3.4,Small,5,494.91,0.67,0.82,543.28
Tamil Nadu,South,Bamboo Craft,Bamboo,354.24,359.98,9.3,Medium,3,1005.51,0.57,0.54,1001.75
Gujarat,West,Metal Craft,Copper,197.81,918.5,19.8,Large,3,1587.91,0.6,0.41,1691.12
Telangana,South,Stone Carving,Soapstone,578.19,445.16,14.0,Medium,5,1625.1,0.77,0.47,1672.6
Maharashtra,West,Jewelry,Terracotta,771.63,942.92,19.5,Large,5,2925.26,0.77,0.47,3156.85
Uttar Pradesh,North,Bamboo Craft,Cane,436.49,598.5,15.5,Medium,1,1292.5,0.84,0.61,1397.96
Madhya Pradesh,Central,Painting,Cloth,916.83,356.78,7.1,Large,5,1617.68,0.7,0.42,1751.41
Odisha,East,Pottery,Terracotta,252.26,433.28,7.3,Large,3,919.96,0.8,0.48,987.42
Telangana,South,Metal Craft,Bronze,829.36,1192.45,21.7,Large,2,2273.43,0.45,0.75,2249.92
Rajasthan,West,Stone Carving,Marble,719.36,142.18,3.0,Large,2,1145.43,0.89,0.57,1278.39
Rajasthan,West,Metal Craft,Brass,600.62,672.42,14.2,Medium,5,2089.33,0.46,0.31,2035.85
Uttar Pradesh,North,Jewelry,Beads,560.57,450.01,9.8,Medium,5,1653.09,0.83,0.85,1914.1
Gujarat,West,Handloom Textile,Wool,393.8,623.87,11.4,Small,3,1433.26,0.79,0.76,1526.51
Andhra Pradesh,South,Stone Carving,Soapstone,51.99,107.94,2.5,Small,4,236.0,0.4,0.93,235.14
Odisha,East,Bamboo Craft,Bamboo,329.09,1298.19,24.0,Large,3,2439.84,0.96,1.0,2753.52
Uttar Pradesh,North,Handloom Textile,Cotton,330.28,873.11,22.4,Large,3,1792.34,0.86,0.67,1915.48
Kerala,South,Painting,Cloth,227.81,419.71,7.2,Small,4,980.65,0.49,0.96,1066.38
Maharashtra,West,Metal Craft,Bronze,520.65,459.07,12.3,Medium,5,1602.91,0.43,0.91,1627.38
Rajasthan,West,Bamboo Craft,Cane,636.68,493.59,14.2,Large,1,1326.78,0.67,0.5,1389.68
Telangana,South,Pottery,Terracotta,615.69,151.43,3.6,Large,4,1016.81,0.48,0.32,984.47
Karnataka,South,Pottery,Clay,182.41,678.0,15.7,Medium,4,1153.61,0.4,0.37,1189.46
Maharashtra,West,Metal Craft,Bronze,426.15,278.02,6.6,Large,4,1143.57,0.69,0.32,1174.83
Andhra Pradesh,South,Metal Craft,Brass,85.45,693.52,13.5,Medium,4,1201.59,0.74,0.54,1264.55
Odisha,East,Pottery,Terracotta,472.35,386.2,11.9,Medium,4,1165.26,0.75,0.78,1318.03
Rajasthan,West,Pottery,Clay,345.06,165.67,2.9,Small,1,677.08,0.61,0.81,723.35
Rajasthan,West,Wooden Toy,Wood,189.69,409.87,11.1,Small,3,896.06,0.48,0.55,962.66
Tamil Nadu,South,Metal Craft,Brass,127.02,396.33,10.5,Small,4,774.07,0.98,0.72,822.25
Andhra Pradesh,South,Wooden Toy,Wood,101.62,164.39,3.1,Small,1,312.31,0.46,0.98,337.24
Rajasthan,West,Metal Craft,Copper,201.98,865.6,17.3,Medium,2,1450.7,0.91,0.97,1566.86
Andhra Pradesh,South,Handloom Textile,Wool,794.86,1202.07,25.3,Large,5,2988.86,0.56,0.76,3066.86
Punjab,North,Metal Craft,Bronze,353.36,240.36,5.4,Medium,2,869.33,0.97,0.89,1015.98
Kerala,South,Wooden Toy,Bamboo,174.16,571.11,9.9,Small,2,996.26,0.96,0.78,1060.95
Punjab,North,Jewelry,Silver,243.65,1223.78,27.9,Large,5,2452.51,0.9,0.63,2554.87
Karnataka,South,Bamboo Craft,Bamboo,329.89,679.97,13.9,Large,5,1468.92,0.42,0.84,1580.09
Telangana,South,Painting,Canvas,84.29,329.8,8.5,Small,2,588.94,0.86,0.58,670.18
Assam,Northeast,Jewelry,Silver,57.22,58.42,1.1,Small,4,152.28,0.75,0.51,154.1
Odisha,East,Bamboo Craft,Bamboo,117.36,313.62,5.7,Small,3,583.33,0.64,0.71,607.99
Tamil Nadu,South,Wooden Toy,Wood,708.59,905.57,25.1,Large,3,2400.89,0.55,0.99,2500.03
Gujarat,West,Jewelry,Beads,73.26,167.73,4.0,Small,2,350.34,0.61,0.73,364.97
Tamil Nadu,South,Pottery,Terracotta,833.99,153.16,4.9,Large,4,1447.48,0.65,0.34,1561.4
Maharashtra,West,Bamboo Craft,Cane,322.85,820.49,21.0,Large,4,1740.19,0.33,0.69,1747.49
Karnataka,South,Metal Craft,Brass,638.53,1406.7,26.2,Large,4,2886.55,0.44,0.81,3084.12
Gujarat,West,Stone Carving,Soapstone,223.08,113.03,2.4,Small,4,563.6,0.64,0.66,622.68
West Bengal,East,Jewelry,Beads,500.97,654.56,14.4,Large,2,1405.74,0.66,0.97,1494.38
Rajasthan,West,Bamboo Craft,Bamboo,566.49,934.67,19.0,Large,4,2180.32,0.71,0.42,2250.61
Kerala,South,Jewelry,Silver,199.63,92.56,1.7,Small,3,370.73,0.54,0.94,376.92
Rajasthan,West,Jewelry,Beads,218.81,180.18,3.1,Small,3,573.97,0.31,0.59,568.53
Andhra Pradesh,South,Jewelry,Terracotta,132.14,310.09,6.9,Medium,1,533.84,0.43,0.63,568.95
Uttar Pradesh,North,Handloom Textile,Wool,161.38,252.51,6.6,Large,1,516.78,0.72,0.55,562.14
Maharashtra,West,Wooden Toy,Bamboo,204.38,631.08,18.9,Large,3,1095.83,0.48,0.42,1126.59
Rajasthan,West,Jewelry,Silver,395.62,280.61,4.7,Medium,4,970.38,0.6,0.37,1008.05
Madhya Pradesh,Central,Painting,Cloth,392.67,426.84,7.3,Small,4,1040.01,0.61,0.61,1116.3
Telangana,South,Stone Carving,Marble,285.86,518.76,16.8,Medium,3,1137.16,0.61,0.66,1171.15
Telangana,South,Painting,Canvas,199.62,318.83,6.3,Small,2,689.69,0.84,0.82,802.85
Assam,Northeast,Handloom Textile,Cotton,555.25,222.29,6.2,Medium,3,960.21,0.52,0.62,1026.42
Karnataka,South,Handloom Textile,Cotton,835.05,458.92,9.6,Large,2,1674.53,0.5,0.38,1634.79
Tamil Nadu,South,Wooden Toy,Bamboo,283.69,439.89,8.1,Small,5,1176.23,0.4,0.85,1266.79
Telangana,South,Painting,Canvas,501.01,567.29,13.3,Medium,2,1490.34,0.81,0.81,1690.37
Assam,Northeast,Jewelry,Beads,207.07,107.58,2.3,Small,2,305.32,0.49,0.57,310.28
Gujarat,West,Metal Craft,Brass,799.39,505.91,16.7,Large,1,1634.78,0.63,0.5,1690.85
Andhra Pradesh,South,Pottery,Clay,902.86,176.78,3.5,Large,2,1411.71,0.9,0.97,1596.84
Telangana,South,Painting,Cloth,65.26,219.46,6.5,Small,2,396.63,0.89,0.38,427.16
Karnataka,South,Handloom Textile,Wool,936.19,761.11,19.7,Large,1,2043.17,0.47,0.39,2108.78
Tamil Nadu,South,Pottery,Terracotta,263.46,74.04,1.4,Small,5,561.74,0.75,0.97,606.8
Tamil Nadu,South,Painting,Paper,293.65,242.93,4.7,Medium,2,680.97,0.8,0.44,692.95
Kerala,South,Bamboo Craft,Bamboo,369.19,145.17,3.6,Small,3,718.87,0.5,0.59,771.66
Assam,Northeast,Bamboo Craft,Cane,273.38,831.83,20.5,Large,1,1132.82,0.99,0.51,1249.58
West Bengal,East,Wooden Toy,Bamboo,102.76,76.42,1.5,Small,2,228.07,0.81,0.62,248.0
Karnataka,South,Painting,Canvas,270.43,379.81,7.6,Small,2,789.88,0.44,0.49,797.06
Assam,Northeast,Stone Carving,Soapstone,513.67,282.49,8.1,Medium,2,885.75,0.48,0.45,898.68
Maharashtra,West,Bamboo Craft,Bamboo,715.25,759.67,13.4,Large,2,2354.87,0.99,0.77,2649.37
Kerala,South,Wooden Toy,Wood,603.39,968.0,16.2,Medium,2,2116.46,0.74,0.85,2250.67
Karnataka,South,Metal Craft,Copper,417.99,823.64,26.0,Large,4,1848.47,0.71,0.56,2044.79
Uttar Pradesh,North,Jewelry,Terracotta,837.21,695.01,18.2,Large,4,2111.93,0.63,0.59,2128.08
West Bengal,East,Painting,Paper,576.22,518.17,10.4,Large,3,1223.21,0.52,0.6,1334.62
Punjab,North,Jewelry,Beads,546.39,138.71,3.0,Large,4,1086.36,0.91,0.84,1167.17
Kerala,South,Painting,Canvas,280.21,443.42,9.4,Small,2,963.51,0.92,0.49,1090.58
Tamil Nadu,South,Stone Carving,Soapstone,268.89,40.59,1.0,Small,5,477.09,0.9,0.32,498.9
Gujarat,West,Jewelry,Beads,591.84,797.35,17.5,Medium,3,1959.82,0.69,0.53,2141.09
Karnataka,South,Stone Carving,Soapstone,87.2,313.8,6.4,Small,1,453.57,0.37,0.66,473.69
Andhra Pradesh,South,Jewelry,Terracotta,132.19,197.76,4.2,Small,4,589.91,0.99,0.45,661.37
Assam,Northeast,Bamboo Craft,Cane,542.61,124.84,3.2,Medium,2,745.14,0.34,0.56,717.29
Kerala,South,Wooden Toy,Wood,394.93,87.35,1.7,Medium,3,616.76,0.44,0.39,639.04
Maharashtra,West,Jewelry,Beads,209.55,257.16,8.5,Large,4,831.52,0.98,0.71,944.12
Rajasthan,West,Handloom Textile,Silk,100.53,254.57,7.5,Small,4,552.33,0.58,0.7,558.3
Karnataka,South,Handloom Textile,Cotton,148.93,1216.78,23.5,Large,1,1631.23,0.36,0.39,1669.35
Telangana,South,Stone Carving,Marble,637.85,272.27,6.1,Medium,4,1200.36,0.47,0.74,1198.41
Gujarat,West,Jewelry,Silver,180.39,927.82,20.7,Large,3,1737.53,0.73,0.92,1896.49
Rajasthan,West,Painting,Canvas,631.24,320.39,9.6,Medium,1,1328.16,0.99,0.32,1410.87
Rajasthan,West,Stone Carving,Marble,361.99,424.11,11.4,Medium,5,1267.72,0.69,0.83,1354.57
Kerala,South,Wooden Toy,Wood,143.88,517.49,10.0,Small,5,1037.3,0.91,0.42,1075.59
Telangana,South,Wooden Toy,Wood,255.26,975.6,16.5,Large,2,1423.55,0.55,0.97,1595.24
Uttar Pradesh,North,Stone Carving,Marble,181.45,560.86,17.7,Medium,4,1105.04,0.96,0.44,1203.84
Rajasthan,West,Painting,Cloth,439.81,1184.88,20.0,Large,3,2238.63,0.72,0.81,2462.42
Telangana,South,Stone Carving,Marble,501.23,1074.48,25.8,Large,5,2481.22,0.78,0.46,2606.47
Tamil Nadu,South,Painting,Cloth,250.28,192.09,6.1,Medium,5,806.73,0.89,0.35,830.01
Karnataka,South,Pottery,Clay,116.55,518.34,11.5,Medium,3,850.7,0.64,0.7,920.34
Uttar Pradesh,North,Painting,Paper,542.02,613.7,11.2,Large,3,1715.5,0.81,0.58,1935.45
Kerala,South,Bamboo Craft,Bamboo,237.9,195.41,3.4,Small,5,627.56,0.43,0.33,643.13
Gujarat,West,Metal Craft,Copper,373.15,468.44,8.0,Small,1,999.26,0.36,0.34,1039.41
Karnataka,South,Metal Craft,Brass,225.95,58.62,1.6,Small,2,322.07,0.47,0.54,344.01
Gujarat,West,Handloom Textile,Silk,230.45,268.93,8.4,Small,4,769.51,0.34,0.71,785.14
West Bengal,East,Metal Craft,Brass,357.24,319.53,9.9,Small,1,689.18,0.44,0.76,698.56
Kerala,South,Wooden Toy,Bamboo,471.65,813.9,14.2,Large,4,1789.52,0.37,0.5,1836.76
Punjab,North,Pottery,Clay,433.16,980.4,18.2,Medium,2,1757.89,0.69,0.45,1884.08
Uttar Pradesh,North,Painting,Canvas,343.29,558.7,11.6,Small,4,1187.62,0.67,0.31,1184.01
Punjab,North,Stone Carving,Soapstone,110.67,348.93,8.7,Medium,3,641.28,0.75,0.67,689.16
Odisha,East,Stone Carving,Soapstone,353.3,899.55,27.6,Large,2,1607.31,0.96,0.52,1689.94
Uttar Pradesh,North,Metal Craft,Bronze,74.83,297.83,5.7,Small,2,423.8,0.49,0.69,435.07
Assam,Northeast,Wooden Toy,Bamboo,587.61,759.52,16.7,Medium,3,1670.23,0.47,0.44,1641.99
Rajasthan,West,Metal Craft,Copper,798.86,720.79,12.1,Large,4,2385.3,0.56,0.55,2599.48
Karnataka,South,Metal Craft,Copper,391.67,463.22,8.8,Small,2,1204.06,0.69,0.83,1300.9
West Bengal,East,Handloom Textile,Cotton,266.95,323.43,6.9,Small,4,811.03,0.92,0.55,883.05
